VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost
90024,VINILANDIA USA,27497,Vinecol Organic Malbec,9.39,13.99,750.0,36,338.04,24.0,335.76,27.98,2.7,2802.6400000000003
9815,WINE GROUP INC,35837,Franzia Rhine Tap,12.07,17.99,5000.0,28,337.96000000000004,13.0,233.86999999999995,125.92999999999998,9.75,27100.409999999996
653,STATE WINE & SPIRITS,25542,Dom des Chasseignes Sancerre,13.51,19.99,750.0,25,337.75,6.0,119.93999999999998,119.93999999999998,0.66,8014.98
2242,DELICATO VINEYARDS INC,44338,Irony Chard Napa,5.82,11.99,750.0,58,337.56000000000006,70.0,594.3,186.78000000000003,7.820000000000002,7982.649999999999
10754,PERFECTA WINES,5384,Widow's Migaki Shochu,24.08,32.99,750.0,14,337.12,40.0,1319.6000000000001,890.7300000000001,31.55999999999999,28720.52
7749,R.P.IMPORTS INC,19606,Ch Fontenil Fronsac 10,30.61,44.99,750.0,11,336.71,20.0,899.8000000000001,404.91,2.23,91.5
1392,CONSTELLATION BRANDS INC,19337,Robert Mondavi Chard Rsv,27.99,41.99,750.0,12,335.88,4.0,167.96,83.98,0.45,79528.99
7153,PINE STATE TRADING CO,23831,Manon Rose de Provence,9.33,13.99,750.0,36,335.88,80.0,1359.2000000000005,968.4300000000004,8.860000000000001,15884.819999999998
90010,VINEXTRA INC,25688,Quinta dos Murcas Rsv Red Al,27.99,41.99,750.0,12,335.88,12.0,503.88,41.99,1.35,524.9400000000002
90011,FORTUNE WINE BROKERS LLC,25791,Girasole Pnt Nr,9.33,14.99,750.0,36,335.88,18.0,266.82000000000005,101.92999999999999,2.0100000000000007,238.61
9815,WINE GROUP INC,13724,Big House White,7.14,17.99,3000.0,47,335.58000000000004,98.0,1067.0200000000007,537.5000000000002,44.1,27100.409999999996
653,STATE WINE & SPIRITS,20467,Pali Wine Co Chard Durell Vy,33.55,49.99,750.0,10,335.5,16.0,799.84,349.93,1.7800000000000005,8014.98
4692,KOBRAND CORPORATION,24720,Tenuta Sette Ponti Crognolo,18.54,27.99,750.0,18,333.71999999999997,39.0,1091.6100000000001,671.7600000000001,4.320000000000001,9139.38
8892,TRINCHERO FAMILY ESTATES,13447,Sutter Home Muscato,3.97,5.99,750.0,84,333.48,70.0,419.30000000000007,89.85,7.850000000000003,11595.970000000003
2000,SOUTHERN WINE & SPIRITS NE,12394,Argiolas SerraLori Rose 13,4.63,6.99,750.0,72,333.36,60.0,503.4000000000002,136.32,6.710000000000003,19016.59
4692,KOBRAND CORPORATION,16888,The Seeker Chard,9.26,13.99,750.0,36,333.36,9.0,125.90999999999998,125.90999999999998,0.99,9139.38
90024,VINILANDIA USA,20038,Torii Mor Pnt Nr Deux Verres,23.8,34.99,750.0,14,333.2,17.0,594.83,174.95000000000002,1.9100000000000001,2802.6400000000003
7153,PINE STATE TRADING CO,12506,Piazzo Barolo,25.51,36.99,750.0,13,331.63,7.0,253.93,181.95000000000002,0.78,15884.819999999998
653,STATE WINE & SPIRITS,17093,Guidobono Barbera D'Alba,9.2,13.99,750.0,36,331.20000000000005,36.0,503.64,83.94,4.050000000000001,8014.98
4692,KOBRAND CORPORATION,17916,Tenuta San Guido 09 Sassacia,110.38,169.99,750.0,3,331.14,12.0,2039.88,1019.94,1.35,9139.38
2000,SOUTHERN WINE & SPIRITS NE,24197,Route 128 Est Viognier Yrkvl,13.79,19.99,750.0,24,330.96,1.0,19.99,19.99,0.11,19016.59
4425,MARTIGNETTI COMPANIES,44176,Three Saints Cab Svgn,13.79,19.99,750.0,24,330.96,0.0,0.0,0.0,0.0,144929.24
10754,PERFECTA WINES,24584,Moshin Vyds Pnt Nr Est Grown,27.58,39.99,750.0,12,330.96,0.0,0.0,0.0,0.0,28720.52
653,STATE WINE & SPIRITS,20192,Byrrh Apertif,11.03,16.99,750.0,30,330.9000000000001,44.0,689.5600000000001,142.90999999999997,4.9399999999999995,8014.98
4425,MARTIGNETTI COMPANIES,46083,Dom de Reuilly Pierre Plates,6.89,9.99,750.0,48,330.72,47.0,469.53000000000014,329.67000000000013,5.210000000000001,144929.24
4425,MARTIGNETTI COMPANIES,14133,Yellow Tail Tree Free Chard,5.51,7.99,750.0,60,330.6,41.0,327.59000000000003,63.92000000000001,4.6,144929.24
653,STATE WINE & SPIRITS,41411,Bodini Malbec Mendoza,8.9,12.99,750.0,37,329.3,38.0,457.62,158.87,4.250000000000001,8014.98
90024,VINILANDIA USA,23361,Boundary Breaks Rsl Rsv #198,13.69,19.99,750.0,24,328.56,18.0,359.82000000000005,319.84000000000003,1.9800000000000006,2802.6400000000003
4425,MARTIGNETTI COMPANIES,23075,Madrigal Petite Sirah,11.72,16.99,750.0,28,328.15999999999997,406.0,6897.939999999972,3635.8599999999806,45.16999999999992,144929.24
4425,MARTIGNETTI COMPANIES,12199,Rochioli RRV Chard Cal,36.42,54.99,750.0,9,327.78000000000003,29.0,1594.71,989.82,3.229999999999999,144929.24
90011,FORTUNE WINE BROKERS LLC,2572,Tatoosh Whiskey,36.42,50.99,750.0,9,327.78,31.0,1604.69,1347.74,24.459999999999994,238.61
653,STATE WINE & SPIRITS,20567,The Immortal Zin,7.79,11.99,750.0,42,327.18,42.0,503.58,71.94,4.74,8014.98
3252,E & J GALLO WINERY,45874,Gallo Twin Vly Pnt Grigio,3.76,5.49,187.0,87,327.12,66.0,362.34000000000026,263.52000000000015,1.9600000000000013,61966.909999999996
4425,MARTIGNETTI COMPANIES,385,Leopold GourmelAge Des Epic,327.0,447.99,750.0,1,327.0,0.0,0.0,0.0,0.0,144929.24
4950,LATITUDE BEVERAGE COMPANY,23975,Ninety+Cellars Lot 123 Chard,9.08,13.99,750.0,36,326.88,17.0,237.82999999999998,139.89999999999998,1.8800000000000001,1609.9999999999995
90047,CRUSH WINES,25464,Eden Rose Cider Keg,163.31,251.49,20000.0,2,326.62,2.0,502.98,502.98,6.0,1457.7299999999998
2000,SOUTHERN WINE & SPIRITS NE,16047,Entwine Pnt Grigio,6.8,13.99,750.0,48,326.4,39.0,545.6100000000001,181.87,4.360000000000001,19016.59
7153,PINE STATE TRADING CO,24026,Bella Bellina FrongoLata,6.8,9.99,750.0,48,326.4,32.0,319.6800000000002,259.74000000000007,3.53,15884.819999999998
9165,ULTRA BEVERAGE COMPANY LLP,23679,A Bichot Secret de Fam PN,13.6,19.99,750.0,24,326.4,5.0,99.94999999999999,99.94999999999999,0.55,68054.70000000003
10754,PERFECTA WINES,26314,OTWC Pnt Nr Willamete Vly,13.6,19.99,750.0,24,326.4,7.0,139.92999999999998,119.93999999999998,0.77,28720.52
1392,CONSTELLATION BRANDS INC,12592,Ravenswood Big River Znfdl,18.11,26.99,750.0,18,325.98,48.0,1328.5200000000002,929.6600000000002,5.330000000000003,79528.99
660,SAZERAC NORTH AMERICA INC.,1888,El Toro Silver Tequila,5.34,6.99,1000.0,61,325.73999999999995,65.0,519.3500000000003,399.5000000000003,68.24999999999996,17932.329999999994
4425,MARTIGNETTI COMPANIES,23196,Yellow Tail Sangria Bubbles,3.39,9.99,750.0,96,325.43999999999994,134.0,668.6600000000001,219.56000000000012,15.02,144929.24
10754,PERFECTA WINES,24365,Mommessin Les Gr Morgon C Py,17.12,24.99,750.0,19,325.28,12.0,299.88000000000005,299.88000000000005,1.3200000000000003,28720.52
8673,STE MICHELLE WINE ESTATES,24346,Antinori Badia Chianti Clsc,24.99,41.99,750.0,13,324.87,12.0,455.88000000000005,379.90000000000003,1.3200000000000003,15919.700000000003
6785,PALM BAY INTERNATIONAL INC,24279,Fontanafredda La Rosa Barolo,46.35,69.99,750.0,7,324.45,19.0,1329.81,909.87,2.1000000000000005,13605.409999999998
90024,VINILANDIA USA,26300,Brooks Rsl Willamette,13.51,19.99,750.0,24,324.24,1.0,19.99,19.99,0.11,2802.6400000000003
10754,PERFECTA WINES,24053,Ozeki Yamadanishiki Jun Sake,6.75,9.99,300.0,48,324.0,54.0,539.4600000000002,279.7200000000001,2.3100000000000005,28720.52
8892,TRINCHERO FAMILY ESTATES,12021,Jargon Pinot Nr CA,5.38,8.29,750.0,60,322.8,50.0,458.7,207.88000000000002,5.580000000000003,11595.970000000003
4425,MARTIGNETTI COMPANIES,18130,Castello Di Ama Chianti,24.83,36.99,750.0,13,322.78999999999996,84.0,3107.1599999999953,1997.4600000000003,9.310000000000004,144929.24
10754,PERFECTA WINES,36360,Saarstein Riesling QbA,8.96,14.99,750.0,36,322.56,102.0,1494.9800000000007,1081.2600000000004,11.280000000000003,28720.52
90011,FORTUNE WINE BROKERS LLC,25792,Girasole Cab Svgn,8.96,12.99,750.0,36,322.56,20.0,277.8,109.91999999999999,2.23,238.61
90024,VINILANDIA USA,24589,Navardia Rioja Organic,8.96,12.99,750.0,36,322.56,18.0,233.82000000000002,77.94,2.0100000000000002,2802.6400000000003
9552,M S WALKER INC,17375,Legacy Red Alexander Valley,35.8,75.99,750.0,9,322.20000000000005,26.0,1377.74,900.83,2.880000000000001,55551.819999999985
1703,ALISA CARR BEVERAGES,90080,Ch Cantenac Brown Margaux 11,40.26,59.99,750.0,8,322.08,30.0,1799.7,359.94,3.3699999999999997,172.00000000000003
4425,MARTIGNETTI COMPANIES,21363,Perez Cruz Carmenere Ltd Ed,13.42,19.99,750.0,24,322.08,120.0,2398.799999999997,1479.2600000000004,13.29999999999999,144929.24
10754,PERFECTA WINES,23186,Morgan Winery Double L  Rsl,13.42,22.99,750.0,24,322.08,145.0,3333.5499999999915,2436.939999999997,16.019999999999985,28720.52
17037,Dunn Wine Brokers,25759,Angels Landing Pnt Nr Sonoma,13.42,19.99,750.0,24,322.08,4.0,79.96,79.96,0.44,358.03000000000003
4425,MARTIGNETTI COMPANIES,22615,Freixenet Cordon Negro Brut,5.36,7.99,375.0,60,321.59999999999997,76.0,607.2400000000002,311.6100000000002,4.3599999999999985,144929.24
9552,M S WALKER INC,18937,Yangarra Est Vyd 10 Shiraz,17.8,29.99,750.0,18,320.4,20.0,550.8000000000001,353.87000000000006,2.2100000000000004,55551.819999999985
1590,DIAGEO CHATEAU ESTATE WINES,23209,Uppercut Meritage,13.33,19.99,750.0,24,319.92,12.0,239.88,199.9,1.32,7259.75
4425,MARTIGNETTI COMPANIES,17086,Harrison Clarke Syrah,26.66,39.99,750.0,12,319.92,45.0,1799.5500000000002,1199.7,4.9799999999999995,144929.24
9165,ULTRA BEVERAGE COMPANY LLP,25695,Carpineto Molin Vecchio,15.99,23.99,750.0,20,319.8,20.0,479.8,263.89000000000004,2.2200000000000006,68054.70000000003
10754,PERFECTA WINES,26515,West Side Wine Co Cab Svgn,10.66,15.99,1000.0,30,319.8,14.0,223.86,63.96,2.1,28720.52
2242,DELICATO VINEYARDS INC,22449,Bota Brick Pnt Grigio,6.66,11.99,1500.0,48,319.68,37.0,387.63000000000017,347.67000000000013,8.18,7982.649999999999
9744,FREDERICK WILDMAN & SONS,21084,Glazebrook Svgn Bl Marlboro,8.84,12.99,750.0,36,318.24,21.0,272.79,168.87,2.33,3999.9299999999994
90011,FORTUNE WINE BROKERS LLC,16957,Circa Pinot Grigio,8.84,11.99,750.0,36,318.24,36.0,455.64,37.97,4.050000000000001,238.61
90024,VINILANDIA USA,21333,Mas Carlot Marsanne Roussann,8.84,12.99,750.0,36,318.24,21.0,272.79,103.91999999999999,2.34,2802.6400000000003
9815,WINE GROUP INC,19254,Yosemite Road Moscato,2.41,3.49,750.0,132,318.12000000000006,132.0,460.68000000000006,52.35000000000002,14.829999999999997,27100.409999999996
10050,Russian Standard Vodka,3622,Spud Potato Vodka,14.45,19.99,750.0,22,317.90000000000003,39.0,721.1100000000001,258.86,30.71,732.5999999999999
4425,MARTIGNETTI COMPANIES,14526,Girardin Bourg St Vncn Chard,13.24,19.99,750.0,24,317.76,0.0,0.0,0.0,0.0,144929.24
4425,MARTIGNETTI COMPANIES,14782,Penfolds Bin 138 GSM,26.48,39.99,750.0,12,317.76,3.0,119.97,119.97,0.33,144929.24
4425,MARTIGNETTI COMPANIES,27617,Trefethen Merlot Napa,26.48,39.99,750.0,12,317.76,12.0,479.88,39.99,1.35,144929.24
10754,PERFECTA WINES,10707,Howling Moon Pnt Grigio Lodi,6.62,9.99,750.0,48,317.76,46.0,459.5400000000002,259.74000000000007,5.110000000000003,28720.52
480,BACARDI USA INC,4304,Bacardi Mango Fusion,0.79,0.99,50.0,401,316.79,3719.0,3681.8099999998926,1749.3300000000145,191.23000000000133,89286.26999999999
10754,PERFECTA WINES,17384,20 Mile 09 Brdx Superior,24.34,51.99,750.0,13,316.41999999999996,52.0,1949.4800000000002,1049.72,5.770000000000002,28720.52
1392,CONSTELLATION BRANDS INC,15328,Rex Goliath Svgn Bl,7.53,10.99,1500.0,42,316.26,32.0,366.68000000000006,124.89999999999998,7.159999999999999,79528.99
9815,WINE GROUP INC,37732,Corbett Canyon Merlot,8.78,12.99,3000.0,36,316.08,24.0,311.76000000000005,103.91999999999999,10.8,27100.409999999996
1601,VRANKEN AMERICA,20130,Pommerey Brut Rose Champagne,39.47,59.99,750.0,8,315.76,26.0,1559.74,899.85,2.8899999999999997,1048.9699999999998
1128,BROWN-FORMAN CORP,27907,Sonoma-Cutrer Pierres Chard,26.31,39.99,750.0,12,315.72,12.0,479.88,159.96,1.35,68601.68000000001
17037,Dunn Wine Brokers,23809,Angels Landing Chard,13.15,19.99,750.0,24,315.6,6.0,119.93999999999998,119.93999999999998,0.66,358.03000000000003
90047,CRUSH WINES,14676,Culpeo Pnt Nr,6.57,9.99,750.0,48,315.36,48.0,497.52,101.39999999999999,5.4,1457.7299999999998
9744,FREDERICK WILDMAN & SONS,18246,Churchill's Vintage Port 11,31.5,45.99,375.0,10,315.0,9.0,413.91,275.94,0.52,3999.9299999999994
1392,CONSTELLATION BRANDS INC,19245,Hidden Crush Chard Cntrl Cst,6.7,9.99,750.0,47,314.9,25.0,249.75000000000006,169.83,2.78,79528.99
7153,PINE STATE TRADING CO,20889,La Lecciaia Brunello di Mont,26.2,37.99,750.0,12,314.4,37.0,1405.63,949.7500000000001,4.1000000000000005,15884.819999999998
4425,MARTIGNETTI COMPANIES,18212,Pulenta Est Malbec Mendoza,17.44,25.99,750.0,18,313.92,130.0,3378.699999999996,2105.19,14.409999999999998,144929.24
10754,PERFECTA WINES,13918,Stellar Organics Cab Svgn,8.72,12.99,750.0,36,313.92,27.0,350.73,103.91999999999999,3.03,28720.52
4950,LATITUDE BEVERAGE COMPANY,27546,NinetyCellars Lot 50 Prosec,13.07,19.99,1500.0,24,313.68,13.0,259.87,159.92,2.9000000000000004,1609.9999999999995
7153,PINE STATE TRADING CO,25834,Dry Creek Chard Sonoma Cnty,13.07,19.99,750.0,24,313.68,7.0,139.92999999999998,139.92999999999998,0.77,15884.819999999998
9815,WINE GROUP INC,15297,Flip Flop Rsl,3.97,7.99,750.0,79,313.63,64.0,511.3600000000001,247.6900000000001,7.13,27100.409999999996
653,STATE WINE & SPIRITS,2921,Full Throttle Strwbry Whisky,14.92,19.99,750.0,21,313.32,89.0,1779.1100000000006,1299.3500000000004,70.17000000000002,8014.98
3951,HIGHLAND WINE MERCHANTS LLC,26655,Castignano Marche Sangiovese,8.7,13.49,750.0,36,313.20000000000005,1.0,13.49,13.49,0.11,29.430000000000003
3951,HIGHLAND WINE MERCHANTS LLC,24853,Cantine Cantena Fiano Avelno,13.01,18.99,750.0,24,312.24,17.0,322.83000000000004,151.92,1.9000000000000004,29.430000000000003
9552,M S WALKER INC,38726,McWilliams Hanwood Cab Svgn,4.66,11.99,750.0,67,312.22,128.0,945.7200000000001,273.6300000000001,14.319999999999997,55551.819999999985
3252,E & J GALLO WINERY,13697,Liberty Creek Vyds Moscato,5.29,7.99,1500.0,59,312.11,36.0,287.64000000000004,103.86999999999999,8.07,61966.909999999996
10754,PERFECTA WINES,23173,Four Star Cab Svgn,9.45,13.99,750.0,33,311.85,285.0,3987.149999999995,1538.9000000000008,31.829999999999973,28720.52
4692,KOBRAND CORPORATION,15545,M Chiarlo Barolo Cerequio,51.94,79.99,750.0,6,311.64,11.0,879.89,799.9,1.2100000000000002,9139.38
4425,MARTIGNETTI COMPANIES,25462,Buehler Estate Cab Svgn Napa,20.77,32.99,750.0,15,311.54999999999995,131.0,4271.689999999994,2287.299999999999,14.589999999999995,144929.24
9552,M S WALKER INC,22823,Fincas de Ganuza 03 Rsva,31.07,53.99,750.0,10,310.7,10.0,539.9,53.99,1.12,55551.819999999985
17037,Dunn Wine Brokers,16069,Voila Cellars Pnt Nr,12.92,18.99,750.0,24,310.08,3.0,56.97,56.97,0.33,358.03000000000003
1650,Circa Wines,24783,Bagordi Crianza Rioja,12.91,19.49,750.0,24,309.84,0.0,0.0,0.0,0.0,211.96999999999997
4425,MARTIGNETTI COMPANIES,131,J Lohr Carols Vyd Svgn Bl,10.32,15.99,750.0,30,309.6,14.0,223.86000000000004,127.91999999999999,1.5600000000000005,144929.24
7153,PINE STATE TRADING CO,46817,Alexander Vly Vyds Sin Znfdl,12.9,19.99,750.0,24,309.6,24.0,479.76,39.98,2.7,15884.819999999998
9165,ULTRA BEVERAGE COMPANY LLP,23854,Mazzocco Cab Svgn Sonoma,12.9,19.99,750.0,24,309.6,5.0,99.94999999999999,59.97,0.56,68054.70000000003
10754,PERFECTA WINES,24274,Armand Kabinett Rsl,12.9,19.99,750.0,24,309.6,30.0,577.7000000000002,499.7400000000001,3.31,28720.52
1128,BROWN-FORMAN CORP,4329,Herradura Anejo LaCaretta DB,51.58,64.99,750.0,6,309.48,6.0,389.94,64.99,4.72,68601.68000000001
516,BANFI PRODUCTS CORP,22402,Aska Bolgheri Rosso,19.33,28.99,750.0,16,309.28,15.0,434.85,202.93,1.6800000000000004,8510.410000000002
3924,HEAVEN HILL DISTILLERIES,614,J W Dant Bourbon,17.16,22.99,1750.0,18,308.88,21.0,482.79,114.94999999999999,38.57,14069.869999999995
12546,JIM BEAM BRANDS COMPANY,335,Canadian Club Sherry Cask,17.16,22.99,750.0,18,308.88,18.0,413.82,22.99,14.17,123880.96999999999
17035,PERNOD RICARD USA,25457,GH Mumm Cordon Rouge,308.82,472.49,9000.0,1,308.82,1.0,472.49,472.49,1.35,123780.21999999997
10754,PERFECTA WINES,6416,La Fee NV Absinthe,14.7,22.99,750.0,21,308.7,28.0,559.7200000000001,439.7800000000001,22.089999999999993,28720.52
4692,KOBRAND CORPORATION,10336,Poema Brut Cava Penedes,8.1,11.99,750.0,38,307.8,31.0,371.69000000000017,251.79000000000008,3.4400000000000004,9139.38
3252,E & J GALLO WINERY,24252,Barefoot Summer Red Spritzer,5.4,7.99,250.0,57,307.79999999999995,46.0,367.5400000000001,143.82,1.7400000000000007,61966.909999999996
8673,STE MICHELLE WINE ESTATES,16153,Villa Mount Eden Gran Rs Pnt,8.55,12.49,750.0,36,307.79999999999995,36.0,449.64,37.47,4.050000000000001,15919.700000000003
10754,PERFECTA WINES,19344,Montebuena Rioja,8.55,12.99,750.0,36,307.79999999999995,15.0,194.85000000000002,51.96,1.6800000000000004,28720.52
2000,SOUTHERN WINE & SPIRITS NE,19632,Ch de Pez 10 St Estephe Brdx,27.92,45.99,750.0,11,307.12,13.0,558.87,85.98,1.46,19016.59
4425,MARTIGNETTI COMPANIES,19700,Heinrich Vollmer Riesling,8.27,11.99,750.0,37,305.98999999999995,72.0,863.2800000000004,635.4700000000004,7.960000000000006,144929.24
4425,MARTIGNETTI COMPANIES,18770,Enza Prosecco,12.74,18.99,750.0,24,305.76,5.0,94.94999999999999,75.96,0.55,144929.24
10754,PERFECTA WINES,43539,Fantinel Prosecco,12.74,18.99,750.0,24,305.76,1.0,18.99,18.99,0.11,28720.52
12331,STELLAR IMPORTING CO LLC,27440,Achaia Cellars Retsina,6.37,9.49,1000.0,48,305.76,21.0,199.29000000000002,85.41,3.1499999999999995,119.22999999999998
3252,E & J GALLO WINERY,8699,Livingston Rhine Calif,4.63,6.99,1500.0,66,305.58000000000004,59.0,465.41,94.88,13.26,61966.909999999996
3252,E & J GALLO WINERY,18084,Madria Sangria Moscato,4.02,5.99,750.0,76,305.52,65.0,389.35000000000025,179.70000000000005,7.240000000000002,61966.909999999996
3252,E & J GALLO WINERY,36540,Liberty Creek Prem RSV Merlo,5.36,7.99,1500.0,57,305.52,51.0,407.4900000000001,119.84999999999998,11.44,61966.909999999996
9815,WINE GROUP INC,13871,Yosemite Road Cab Svgn,2.31,3.49,750.0,132,304.91999999999996,132.0,460.6800000000001,83.76,14.809999999999997,27100.409999999996
2876,CENTEUR IMPORTS LLC,24694,Cormons Schioppettino,8.96,12.99,750.0,34,304.64,28.0,363.72,194.85000000000002,3.1099999999999994,31.49999999999999
8352,LUXCO INC,5825,Arrow Blackraspberry Liqueur,6.34,7.99,750.0,48,304.32,48.0,383.5200000000001,103.86999999999999,37.809999999999995,10261.599999999997
9552,M S WALKER INC,25325,Gran Moraine Y-C Chard OR,25.34,36.99,750.0,12,304.08,1.0,36.99,36.99,0.11,55551.819999999985
4425,MARTIGNETTI COMPANIES,21259,Paul Hobbs Crossbarn Rose PN,12.66,18.99,750.0,24,303.84000000000003,59.0,1120.41,550.7100000000002,6.580000000000002,144929.24
10754,PERFECTA WINES,21432,Ch Grande Pontet St Emilion,25.32,38.99,750.0,12,303.84,6.0,233.94000000000003,233.94000000000003,0.66,28720.52
1392,CONSTELLATION BRANDS INC,39665,Alice White Lexia Muscato,5.06,8.49,750.0,60,303.6,65.0,512.8500000000001,272.66000000000014,7.210000000000003,79528.99
10754,PERFECTA WINES,23896,Riebeek Cellars Cape Rose,7.58,12.99,750.0,40,303.2,197.0,2559.0299999999957,1857.570000000001,21.759999999999955,28720.52
2000,SOUTHERN WINE & SPIRITS NE,13045,Double Decker Red,3.83,12.99,750.0,79,302.57,224.0,1800.9599999999994,308.1,25.119999999999987,19016.59
12546,JIM BEAM BRANDS COMPANY,712,Cruzan Citrus Flavored Rum,7.96,10.99,750.0,38,302.48,102.0,1120.9800000000002,384.65000000000015,80.36000000000006,123880.96999999999
9552,M S WALKER INC,24553,Ch Lassegue 2/05-09-10 6 Pak,301.93,467.99,750.0,1,301.93,0.0,0.0,0.0,0.0,55551.819999999985
4425,MARTIGNETTI COMPANIES,26084,Gravel Bar Cab Svgn Columbia,12.58,18.99,750.0,24,301.92,2.0,37.98,18.99,0.22,144929.24
5612,MILTONS DISTRIBUTING CO,20234,Ch Marquis d'Alesme,25.16,36.99,750.0,12,301.92,12.0,443.88,36.99,1.35,9.459999999999999
10000,MAJESTIC FINE WINES,17927,La Crema Pnt Nr Anderson Vly,25.16,36.99,750.0,12,301.92,4.0,147.96,73.98,0.45,17587.59
10754,PERFECTA WINES,11181,Fantinel Brut Rose,12.58,18.99,750.0,24,301.92,10.0,189.89999999999998,132.92999999999998,1.11,28720.52
10754,PERFECTA WINES,12475,Ch Beauchene Prm Terroir CDR,12.58,18.99,750.0,24,301.92,7.0,132.92999999999998,132.92999999999998,0.77,28720.52
2000,SOUTHERN WINE & SPIRITS NE,25771,Juve y Camps Sweet Rsva Spar,10.06,14.99,750.0,30,301.8,12.0,167.88000000000002,139.89999999999998,1.3200000000000003,19016.59
1392,CONSTELLATION BRANDS INC,26405,Simi Dry Rose Sonoma Cnty,8.38,12.99,750.0,36,301.68,12.0,155.88000000000002,103.91999999999999,1.3300000000000003,79528.99
9622,WEIN BAUER INC,25430,Schlink Haus Auslese,8.38,12.99,750.0,36,301.68,27.0,359.7300000000001,174.87,3.0000000000000004,222.23
3960,DIAGEO NORTH AMERICA INC,3451,Smirnoff Root Beer Float,7.53,12.99,750.0,40,301.2,44.0,536.5600000000002,223.32000000000005,34.62,257032.07000000007
2242,DELICATO VINEYARDS INC,14961,Stone Barn Cab Svgn,3.17,4.79,750.0,95,301.15000000000003,58.0,277.8200000000001,105.38000000000005,6.490000000000002,7982.649999999999
10754,PERFECTA WINES,19443,Cave de Tain St Joseph Red,14.33,29.99,750.0,21,300.93,95.0,2041.5500000000002,924.0700000000003,10.59,28720.52
9552,M S WALKER INC,1650,Balcones TX Whisky Single Ba,49.99,64.99,750.0,6,299.94,6.0,389.94,64.99,4.72,55551.819999999985
4425,MARTIGNETTI COMPANIES,22647,Guillaume Vrignaud Chablis 1,24.99,37.99,750.0,12,299.88,12.0,455.88,37.99,1.35,144929.24
653,STATE WINE & SPIRITS,1120,Jesse James Spiced Bourbon,12.49,15.99,750.0,24,299.76,24.0,383.76,31.98,18.9,8014.98
9552,M S WALKER INC,24492,Long Meadow Ranch Svgn Bl,12.49,18.99,750.0,24,299.76,0.0,0.0,0.0,0.0,55551.819999999985
1392,CONSTELLATION BRANDS INC,12218,R M Woodbridge Moscato,1.98,7.99,750.0,151,298.9800000000001,143.0,1035.5700000000008,696.0400000000006,15.83,79528.99
4425,MARTIGNETTI COMPANIES,23109,DeLille Cellars Chaleur Blnc,24.83,36.99,750.0,12,297.96,31.0,1146.69,591.84,3.4599999999999986,144929.24
653,STATE WINE & SPIRITS,20596,Aviary Cab Svgn,12.41,18.99,750.0,24,297.84,6.0,119.93999999999998,79.96,0.67,8014.98
2000,SOUTHERN WINE & SPIRITS NE,16681,Nicolas Potel Wh Burgundy,12.41,18.99,750.0,24,297.84,7.0,132.93,56.97,0.78,19016.59
9744,FREDERICK WILDMAN & SONS,25425,La Scolca Black Label Gavi,24.82,35.99,750.0,12,297.84,12.0,431.88,35.99,1.35,3999.9299999999994
90024,VINILANDIA USA,24450,Santa Barbara Winery Pnt Nr,12.41,18.99,750.0,24,297.84,13.0,246.87000000000003,227.88000000000002,1.4300000000000004,2802.6400000000003
1392,CONSTELLATION BRANDS INC,21324,Rosatello Sweet Rose,6.2,8.99,750.0,48,297.6,11.0,98.89,71.92,1.22,79528.99
2000,SOUTHERN WINE & SPIRITS NE,21601,Candoni Moscato,9.92,14.49,750.0,30,297.6,25.0,362.25000000000006,275.31000000000006,2.7500000000000004,19016.59
6213,MHW LTD,967,Chopin Vodka,24.8,31.99,1000.0,12,297.6,8.0,255.92000000000002,255.92000000000002,8.4,9621.580000000002
8892,TRINCHERO FAMILY ESTATES,20217,Fancy Pants Red Blend,6.2,8.99,750.0,48,297.6,38.0,341.61999999999995,143.83999999999997,4.24,11595.970000000003
12546,JIM BEAM BRANDS COMPANY,657,DeKuyper Apricot Brandy,6.19,7.99,750.0,48,297.12,36.0,287.64,23.97,28.349999999999998,123880.96999999999
5992,MCCORMICK DISTILLING CO,977,McCormick Scotch,8.98,11.49,1000.0,33,296.34000000000003,43.0,494.0700000000001,356.1900000000001,45.150000000000006,1567.85
2000,SOUTHERN WINE & SPIRITS NE,23331,Ch Ducru Beaucaillou 11 Jul,98.68,149.99,750.0,3,296.04,10.0,1499.9,449.97,1.1300000000000001,19016.59
4425,MARTIGNETTI COMPANIES,23098,DeLille Cellars Doyenne AIX,26.89,38.99,750.0,11,295.79,24.0,935.76,233.94000000000003,2.6899999999999995,144929.24
1650,Circa Wines,24784,Roncolato Pnt Grigio Veneto,7.04,10.49,750.0,42,295.68,42.0,428.58,40.96,4.73,211.96999999999997
4950,LATITUDE BEVERAGE COMPANY,15835,Ninety+Cellars Lot 33 Rose,6.16,8.99,750.0,48,295.68,62.0,681.3800000000002,351.6800000000001,6.880000000000002,1609.9999999999995
6785,PALM BAY INTERNATIONAL INC,21282,Lunetta Rose Brut,7.99,11.99,750.0,37,295.63,18.0,215.82,167.86,1.9900000000000004,13605.409999999998
8673,STE MICHELLE WINE ESTATES,22201,Tormaresca Primitivo,8.21,11.99,750.0,36,295.56,37.0,491.63,37.97,4.16,15919.700000000003
