VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost
1128,BROWN-FORMAN CORP,1233,Jack Daniels No 7 Black,26.27,36.99,1750.0,145080,3811251.600000111,142049.0,5101919.510000559,672819.3099998693,260999.2000000145,68601.68000000001
4425,MARTIGNETTI COMPANIES,3405,Tito's Handmade Vodka,23.19,28.99,1750.0,164038,3804041.2199999536,160247.0,4819073.490000401,561512.3699999085,294438.6600000097,144929.24
17035,PERNOD RICARD USA,8068,Absolut 80 Proof,18.24,24.99,1750.0,187407,3418303.680000034,187140.0,4538120.600000365,461140.1499998849,343854.07000000787,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,4261,Capt Morgan Spiced Rum,16.17,22.99,1750.0,201682,3261197.94000002,200412.0,4475972.880000464,420050.0099998967,368242.8000000149,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3545,Ketel One Vodka,21.89,29.99,1750.0,138109,3023206.0099999965,135838.0,4223107.620000436,545778.2799998876,249587.83000001253,257032.07000000007
480,BACARDI USA INC,3858,Grey Goose Vodka,17.77,23.99,750.0,138809,2466635.930000039,141860.0,3383912.4000005093,446932.08999989054,111699.18999999705,89286.26999999999
17035,PERNOD RICARD USA,2589,Jameson Irish Whiskey,30.76,39.99,1750.0,70783,2177285.0800000825,69627.0,2773367.729999988,614529.3399998964,127931.66999998408,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,3102,Smirnoff Traveler,12.94,17.99,1750.0,161386,2088334.8399999859,148265.0,2592041.349999925,292586.2899999302,272422.6000000083,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3489,Tanqueray,20.73,27.99,1750.0,91835,1903739.5499999446,90481.0,2640491.190000111,503661.01999988995,166244.44000000262,257032.07000000007
12546,JIM BEAM BRANDS COMPANY,1376,Jim Beam,16.29,21.99,1750.0,108866,1773427.139999997,107061.0,2435393.38999984,426902.77999989083,196707.35000000568,123880.96999999999
17035,PERNOD RICARD USA,2585,Jameson Irish Whiskey,16.42,22.99,750.0,93205,1530426.1000000215,91247.0,2148965.5299997157,436011.6399998929,71840.57000000637,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,2757,Johnnie Walker Red Label,22.38,29.99,1750.0,66942,1498161.9600000305,61433.0,1840615.669999787,442856.1999999129,112875.18999998401,257032.07000000007
480,BACARDI USA INC,2663,Dewars White Label,21.42,29.99,1750.0,69001,1478001.420000022,70122.0,2189368.779999833,495957.82999989664,128839.07999998711,89286.26999999999
10000,MAJESTIC FINE WINES,6570,Kendall Jackson Chard Vt RSV,6.77,10.99,750.0,215668,1460072.3599999887,214238.0,2326007.779999907,189608.95999997697,24083.770000001787,17587.59
9165,ULTRA BEVERAGE COMPANY LLP,3650,Patron Silver Tequila,33.81,48.99,750.0,42951,1452173.3099999838,41639.0,2009508.6099997887,662320.0399999034,32783.0900000035,68054.70000000003
3960,DIAGEO NORTH AMERICA INC,2753,Johnnie Walker Black Label,44.77,59.99,1750.0,31596,1414552.9200000092,28372.0,1739044.279999906,507291.4299999482,52133.71999999593,257032.07000000007
17035,PERNOD RICARD USA,5364,Kahlua,23.07,29.99,1750.0,60645,1399080.1500000013,59771.0,1844950.2899997348,504735.05999989586,109817.0699999855,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,8082,Baileys Irish Cream,21.73,33.99,1750.0,64249,1396130.770000004,65184.0,2068091.159999784,494487.6499999042,119767.48999998723,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,8680,Crown Royal,28.88,39.99,1750.0,47546,1373128.4800000344,47966.0,1884307.3399997673,596574.929999897,88129.79999998568,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,4260,Capt Morgan Original Barrel,16.66,21.99,1750.0,79078,1317439.4799999988,79042.0,1635666.5799999442,121065.2500000112,145234.9500000005,257032.07000000007
480,BACARDI USA INC,3348,Bombay Sapphire Gin,22.38,29.99,1750.0,57349,1283470.6200000057,56888.0,1766391.119999798,460087.9499999081,104524.53999998761,89286.26999999999
480,BACARDI USA INC,3857,Grey Goose Vodka,38.27,49.99,1750.0,33388,1277758.760000023,32945.0,1699669.5499998508,589137.7899999224,60533.429999990025,89286.26999999999
8664,"STOLI GROUP,(USA) LLC",8112,Stolichnaya,19.52,24.99,1750.0,61936,1208990.7200000167,61323.0,1528730.2699997823,392353.53999991255,112669.44999998584,18544.489999999998
480,BACARDI USA INC,126,Grey Goose Vodka,20.14,32.99,1000.0,59878,1205942.9200000067,58013.0,1736610.8699998797,294049.48999996006,60913.65000000229,89286.26999999999
12546,JIM BEAM BRANDS COMPANY,3512,Pinnacle Vodka,11.76,16.99,1750.0,101480,1193404.80000003,98938.0,1624366.6199997105,306439.93999991653,181782.13000000623,123880.96999999999
12546,JIM BEAM BRANDS COMPANY,2120,Canadian Club,12.21,16.99,1750.0,97473,1190145.3300000117,94960.0,1554498.39999971,307670.1999999177,174471.93000000203,123880.96999999999
7245,PROXIMO SPIRITS INC.,8159,Jose Cuervo Especial,19.69,25.99,1750.0,59088,1163442.7199999734,58610.0,1549701.8999997717,431497.80999990343,107685.02999998446,38994.78000000001
480,BACARDI USA INC,4243,Bacardi Superior Rum,14.49,19.99,1750.0,76389,1106876.6099999847,77041.0,1657809.5899997752,342678.8499999174,141551.60999999248,89286.26999999999
8112,MOET HENNESSY USA INC,6654,Veuve Clicquot Brut Yellow,27.2,39.99,750.0,40380,1098336.0000000028,38506.0,1584665.4099999077,349562.0599999733,4316.35999999995,48347.26
3960,DIAGEO NORTH AMERICA INC,8512,Baileys Irish Cream,14.72,19.99,750.0,72952,1073853.4400000074,73122.0,1456174.7799997765,340626.12999991875,57570.690000006565,257032.07000000007
7245,PROXIMO SPIRITS INC.,3802,Three Olives Vodka,13.43,18.99,1750.0,77066,1034996.3799999938,74722.0,1408627.7799997577,331726.62999992317,137288.5799999888,38994.78000000001
11567,CAMPARI AMERICA,3826,Skyy Vodka,15.74,19.99,1750.0,65382,1029112.6799999664,64388.0,1327401.119999779,352821.77999991283,118298.36999998645,20964.809999999998
8112,MOET HENNESSY USA INC,42188,Moet & Chandon Nectar Imp Rs,34.01,52.99,750.0,29829,1014484.2900000048,29498.0,1533634.519999969,132343.6700000056,3314.2299999999736,48347.26
17035,PERNOD RICARD USA,3423,Beefeater,21.25,26.99,1750.0,46163,980963.75,44762.0,1177834.3799998525,367508.0099999269,82244.15999998542,123780.21999999997
8004,SAZERAC CO INC,5138,Fireball Cinnamon Whisky,11.1,13.99,750.0,87954,976289.3999999905,84289.0,1174428.3599998045,257643.30999993792,66360.95000000767,50293.62000000002
17035,PERNOD RICARD USA,5734,Malibu Rum,15.82,21.99,1750.0,61639,975128.9800000095,60102.0,1293182.9799998398,315290.1799999338,110429.44999998703,123780.21999999997
480,BACARDI USA INC,4227,Bacardi Superior Rum Trav,14.17,17.99,1750.0,68294,967725.9800000013,75147.0,1323223.529999905,177578.64999999318,138074.08999999802,89286.26999999999
4425,MARTIGNETTI COMPANIES,3505,Tito's Handmade Vodka,13.76,18.99,750.0,69299,953554.2399999768,70603.0,1355204.969999795,331321.58999991673,55584.91000000613,144929.24
1128,BROWN-FORMAN CORP,1232,Jack Daniels No 7 Black,15.93,22.99,750.0,52932,843206.7599999951,53206.0,1255188.9399997946,394500.85999991104,41888.060000005324,68601.68000000001
12546,JIM BEAM BRANDS COMPANY,1385,Makers Mark,20.45,26.99,750.0,41048,839431.6000000037,37615.0,1034144.8499998584,396827.6499999206,29615.600000003382,123880.96999999999
8004,SAZERAC CO INC,5103,Fireball Cinnamon Whisky,17.14,23.99,1750.0,44198,757553.7200000103,43533.0,1093841.6699998477,364814.6399999255,79984.57999998568,50293.62000000002
17035,PERNOD RICARD USA,8000,The Glenlivet 12 Yr Single,53.96,67.99,1750.0,13759,742435.6400000077,13210.0,910688.899999942,453044.27999996115,24275.30999999968,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,2432,Crown Royal,17.59,22.99,750.0,41893,736897.8699999982,41506.0,967005.9399998506,361149.7899999199,32678.120000003866,257032.07000000007
17035,PERNOD RICARD USA,5365,Kahlua,14.84,18.99,750.0,48583,720971.7199999975,48615.0,932815.8499998393,323296.7599999222,38272.73000000486,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,3876,Smirnoff 80 Proof,13.95,19.99,1750.0,50962,710919.9000000035,64266.0,1210481.3399998345,298050.9599999317,118078.449999987,257032.07000000007
1392,CONSTELLATION BRANDS INC,3913,Svedka Vodka,14.28,17.99,1750.0,48481,692308.6800000105,47805.0,875307.9499998783,271014.4299999417,87832.82999998739,79528.99
8004,SAZERAC CO INC,3522,Platinum 7X Distilled Vodka,9.62,12.99,1750.0,71899,691668.3799999709,70351.0,914148.489999854,232302.77999995163,129253.369999989,50293.62000000002
1392,CONSTELLATION BRANDS INC,2114,Black Velvet Canadian Whisky,9.41,12.99,1750.0,73227,689066.0700000038,72043.0,948838.5699998497,229797.42999995052,132364.7099999849,79528.99
4425,MARTIGNETTI COMPANIES,11219,Josh Cellars Cab Svgn Sonoma,8.44,12.99,750.0,80030,675453.2000000181,78392.0,1095045.0399999167,199092.26999998596,8799.819999999914,144929.24
9552,M S WALKER INC,3893,Zhenka 80 Proof,7.93,9.99,1750.0,81447,645874.709999989,81723.0,816412.7699998668,171058.7699999927,150149.62999999925,55551.819999999985
1128,BROWN-FORMAN CORP,811,Jack Daniels No 7 Black,19.84,29.99,1000.0,32554,645871.359999999,32064.0,937915.3599999225,253234.69999997146,33667.1999999981,68601.68000000001
3960,DIAGEO NORTH AMERICA INC,2443,Seagrams VO,13.48,16.99,1750.0,47654,642375.9200000195,47446.0,902489.5399998736,273169.2599999477,87173.56999998497,257032.07000000007
660,SAZERAC NORTH AMERICA INC.,2127,Canadian Ltd,7.19,10.49,1750.0,86887,624717.5300000095,86195.0,899110.5499998573,183132.55999998274,158367.2099999975,17932.329999999994
1392,CONSTELLATION BRANDS INC,6682,R M Woodbridge Chard Cal,6.03,8.99,1500.0,101547,612328.4100000054,101339.0,1016328.6099998966,161300.3499999999,22776.050000001345,79528.99
3960,DIAGEO NORTH AMERICA INC,3798,Ciroc Apple Vodka,19.83,28.99,750.0,30830,611358.9000000008,29647.0,748067.529999948,157601.6800000024,23348.150000002035,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,4262,Capt Morgan Spiced Rum,11.19,13.99,750.0,54552,610436.8800000268,55710.0,862422.8999998781,241540.9299999526,43861.64000000501,257032.07000000007
1128,BROWN-FORMAN CORP,2015,Jack Daniels Tennessee Honey,18.1,22.99,750.0,33715,610241.4999999967,32969.0,771010.3099998921,303753.1499999447,25959.910000003314,68601.68000000001
12546,JIM BEAM BRANDS COMPANY,1737,Makers Mark,34.3,51.99,1750.0,17537,601519.0999999947,16089.0,823521.1099999265,432234.77999995113,29564.919999998816,123880.96999999999
4425,MARTIGNETTI COMPANIES,38370,Oyster Bay Svgn Bl Marlboro,6.59,9.95,750.0,91140,600612.5999999961,90267.0,890334.4099999663,124833.9799999907,10138.880000000456,144929.24
6785,PALM BAY INTERNATIONAL INC,6937,Cavit Pinot Grigio,6.75,9.99,1500.0,88752,599076.0,87974.0,945345.0199999199,164272.28999999003,19771.2700000009,13605.409999999998
8112,MOET HENNESSY USA INC,4689,Hennessy Privilege VSOP,33.33,45.99,750.0,17838,594540.5400000018,18005.0,858571.9499999759,177136.36999999706,14178.850000000471,48347.26
4425,MARTIGNETTI COMPANIES,3040,Tito's Handmade Vodka,16.54,23.99,1000.0,35922,594149.8799999933,34901.0,842326.9899999202,253126.1799999653,36646.04999999875,144929.24
17035,PERNOD RICARD USA,3625,Absolut 80 Proof,12.59,16.99,750.0,45969,578749.7099999987,44406.0,785296.9399998756,270297.41999994346,34961.13000000416,123780.21999999997
8112,MOET HENNESSY USA INC,7865,Moet & Chandon Imperial,23.97,34.99,750.0,24088,577389.3600000012,23290.0,834892.0999999518,249582.15999997742,2606.529999999897,48347.26
12546,JIM BEAM BRANDS COMPANY,1346,Knob Creek Bourbon,22.55,29.99,750.0,25540,575926.9999999952,22144.0,684455.559999909,350154.70999994385,17438.070000002335,123880.96999999999
7239,REMY COINTREAU USA INC,5242,Cointreau Liqueur,22.05,29.99,750.0,25361,559210.0499999939,24770.0,763368.2999999058,351898.2699999421,19504.750000002397,16978.669999999995
7239,REMY COINTREAU USA INC,4722,Remy Martin VSOP Cognac,27.77,34.99,750.0,19910,552900.6999999961,18637.0,665392.6299999654,204514.66999998927,14677.690000000975,16978.669999999995
4425,MARTIGNETTI COMPANIES,6967,Santa Margherita Pnt Grigio,11.89,19.99,750.0,46257,549995.7299999988,46511.0,923055.2499999445,185950.7400000011,5216.39999999995,144929.24
8664,"STOLI GROUP,(USA) LLC",3630,Stolichnaya Razberi,19.83,24.99,1750.0,27479,544908.5699999994,27622.0,700960.7799999095,298569.6099999499,50751.80999998989,18544.489999999998
1128,BROWN-FORMAN CORP,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750.0,19219,538516.3799999909,18250.0,701171.4999999332,345701.1999999554,33536.42999999827,68601.68000000001
3960,DIAGEO NORTH AMERICA INC,8178,Bulleit Bourbon,18.51,25.99,750.0,28421,526072.7099999951,27204.0,724379.9599999145,301943.55999995157,21421.640000002433,257032.07000000007
3089,SIDNEY FRANK IMPORTING CO,5445,Jagermeister Liqueur,11.76,15.99,750.0,44330,521320.7999999928,41133.0,661672.6699998857,253884.33999994624,32383.340000004264,8549.550000000001
3252,E & J GALLO WINERY,14006,Apothic Winemakers Red Blend,5.44,9.99,750.0,94779,515597.76000000985,91600.0,812899.3799999028,143899.93000001824,10283.260000000004,61966.909999999996
3664,WILLIAM GRANT & SONS INC,3238,Hendrick's Gin,22.83,29.99,750.0,22352,510296.16,20847.0,632474.5299999345,294114.63999996043,16416.800000001735,30234.42000000001
12546,JIM BEAM BRANDS COMPANY,3980,Hornitos Reposado Tequila,31.99,39.99,1750.0,15805,505601.95000000834,15381.0,565522.1899999427,323365.6199999569,28264.5099999988,123880.96999999999
7245,PROXIMO SPIRITS INC.,3776,Jose Cuervo Especial Silver,18.56,25.99,1750.0,26795,497315.199999981,25596.0,684036.0399999205,295186.9099999533,47031.429999991036,38994.78000000001
3960,DIAGEO NORTH AMERICA INC,3746,Gordons Vodka 80 Proof,8.52,12.99,1750.0,58309,496792.67999998684,57845.0,724360.5499998928,188936.73999998142,106278.67999998627,257032.07000000007
17035,PERNOD RICARD USA,3728,Absolut Citron,18.93,24.99,1750.0,25959,491403.86999999895,26222.0,658689.779999917,288436.2299999537,48180.14999999067,123780.21999999997
3924,HEAVEN HILL DISTILLERIES,3243,Burnetts Vodka,8.26,10.49,1750.0,57575,475569.4999999942,57067.0,648535.3299999053,182200.22999998785,104847.71999998578,14069.869999999995
3089,SIDNEY FRANK IMPORTING CO,5440,Jagermeister Liqueur,25.92,34.99,1750.0,18298,474284.1599999999,18082.0,621256.1799999306,318571.819999956,33226.62999999806,8549.550000000001
480,BACARDI USA INC,4245,Bacardi Superior Rum,7.93,11.99,750.0,58816,466410.87999998714,58320.0,643474.799999922,167950.56999999456,45919.42000000414,89286.26999999999
9165,ULTRA BEVERAGE COMPANY LLP,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500.0,68084,465013.72000000003,67195.0,695816.4099999225,155747.3700000347,15097.47000000027,68054.70000000003
3664,WILLIAM GRANT & SONS INC,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750.0,25998,455224.9799999919,23008.0,575754.9199999277,288223.9799999523,42276.15999999354,30234.42000000001
10000,MAJESTIC FINE WINES,24325,La Crema Chard Sonoma Cst,10.88,15.99,750.0,41274,449061.11999999353,39387.0,658288.1299999481,155090.73000000406,4415.5999999999185,17587.59
17035,PERNOD RICARD USA,5735,Malibu Rum,9.29,11.99,750.0,48121,447044.0899999993,46557.0,598769.4299999229,181685.18999998728,36656.77000000388,123780.21999999997
8112,MOET HENNESSY USA INC,5342,Grand Marnier,19.85,28.99,750.0,22234,441344.90000000334,22623.0,687309.7699999096,335050.7799999479,17815.45000000222,48347.26
2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750.0,18409,436293.30000000645,18376.0,667168.2399999392,306347.9399999631,33767.49999999835,5861.030000000001
1392,CONSTELLATION BRANDS INC,19748,Clos du Bois Chard,9.2,13.99,1500.0,47153,433807.600000004,46069.0,701955.5899999447,166739.15999999215,10347.029999999992,79528.99
8112,MOET HENNESSY USA INC,3668,Belvedere Polish Vodka,34.12,42.99,1750.0,12713,433767.55999999325,12218.0,536414.8199999633,282790.9499999748,22452.63999999985,48347.26
2561,EDRINGTON AMERICAS,2520,The Macallan 12 Yr Old,42.21,62.99,750.0,10227,431681.6700000005,9713.0,572039.8699999629,344176.9799999706,7651.829999999693,9654.500000000002
3960,DIAGEO NORTH AMERICA INC,8202,Sambuca Romana,13.33,17.99,750.0,32375,431558.75000000186,31816.0,606781.8399999316,219853.85999997112,25052.700000002704,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3276,Gordons London Dry,9.62,14.99,1750.0,44631,429350.21999997704,44434.0,643753.6599999246,185732.1899999862,81641.20999998754,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,497,Capt Morgan Spiced Rum,14.7,19.99,1000.0,29200,429240.0000000057,29238.0,584467.6199999616,145247.34000000838,30699.899999998448,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,1883,Seagrams 7 Crown,13.23,17.99,1750.0,32253,426707.1900000127,32430.0,583415.6999999224,227105.75999996695,59584.77999998827,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,2767,Johnnie Walker Blue Label,139.7,189.99,750.0,2963,413931.1000000022,2761.0,548648.3899999874,399868.01999998884,2176.609999999961,257032.07000000007
17035,PERNOD RICARD USA,482,Absolut 80 Proof,14.28,21.99,1000.0,28888,412520.6399999918,27866.0,599601.3399999446,198436.0599999845,29259.299999998133,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,8778,Bulleit Bourbon,37.29,49.99,1750.0,10966,408922.1399999975,10796.0,525233.039999965,304106.5699999735,19841.33000000014,257032.07000000007
1128,BROWN-FORMAN CORP,1220,Woodford Reserve Bourbon,21.89,29.99,750.0,18645,408139.0500000114,18408.0,589481.9199999418,293510.1499999627,14496.360000001354,68601.68000000001
3960,DIAGEO NORTH AMERICA INC,2418,Crown Royal Regal Apple,16.53,22.99,750.0,24558,405943.7399999935,24284.0,570271.159999933,263621.2299999621,19122.700000002293,257032.07000000007
1392,CONSTELLATION BRANDS INC,8504,R M Woodbridge Cab Svgn Cal,5.84,8.99,1500.0,69263,404495.9199999966,68667.0,686725.3299999196,148661.02000001224,15427.260000000382,79528.99
660,SAZERAC NORTH AMERICA INC.,3684,Fleischmanns Royal Vodka,7.68,9.99,1750.0,52351,402055.67999999085,51954.0,527560.9599999299,156288.16000000513,95452.86999998376,17932.329999999994
3252,E & J GALLO WINERY,14622,La Marca Prosecco,8.66,12.99,750.0,46387,401711.42000000115,45608.0,558344.6899999726,124562.16000001195,5114.599999999909,61966.909999999996
8004,SAZERAC CO INC,3246,Bentley's Vodka,6.71,8.79,1750.0,59841,401533.110000004,59245.0,520763.54999996244,136913.03999996334,108849.57999998573,50293.62000000002
17035,PERNOD RICARD USA,8339,The Glenlivet 12 Yr Single,30.21,42.99,750.0,13250,400282.49999999977,12463.0,544906.369999951,335249.3799999632,9818.559999999978,123780.21999999997
2555,DISARONNO INTERNATIONAL LLC,5312,Amaretto DiSaronno,14.7,21.99,750.0,27186,399634.20000000164,26178.0,571763.2199999448,228705.9499999702,20614.870000001833,5861.030000000001
3960,DIAGEO NORTH AMERICA INC,1869,Oban 14-Yr Single Malt,40.14,54.99,750.0,9892,397064.8799999979,9219.0,549291.8099999668,302801.32999997836,7262.519999999729,257032.07000000007
8112,MOET HENNESSY USA INC,8622,Dom Perignon,87.09,145.99,750.0,4544,395736.9599999989,4127.0,589317.7299999871,312139.2099999901,459.1500000000152,48347.26
3960,DIAGEO NORTH AMERICA INC,1868,Lagavulin Single Malt 16-Yr,49.62,66.99,750.0,7821,388078.02000000176,7644.0,550740.5599999714,334191.7299999781,6022.609999999818,257032.07000000007
480,BACARDI USA INC,508,Bacardi Superior Rum,9.77,12.99,1000.0,38957,380609.8899999946,38335.0,522309.14999996027,123060.880000018,40251.749999999665,89286.26999999999
3924,HEAVEN HILL DISTILLERIES,1180,Evan Williams Black Label B,13.07,16.99,1750.0,29070,379944.90000000445,28291.0,543425.0899999345,233334.64999996682,51982.13999999105,14069.869999999995
8112,MOET HENNESSY USA INC,4673,Hennessy VS Cognac,46.66,69.99,1750.0,8132,379439.1200000025,8118.0,549271.8199999831,225142.97999999177,14917.300000000378,48347.26
1128,BROWN-FORMAN CORP,2143,Canadian Mist,10.07,12.99,1750.0,37653,379165.7100000053,37763.0,518089.36999993725,180374.1599999877,69382.93999998712,68601.68000000001
4425,MARTIGNETTI COMPANIES,11214,Caymus Cab Svgn Napa Vly,50.33,74.99,750.0,7505,377726.65000000165,7612.0,534970.9199999804,222174.1099999915,849.1700000000347,144929.24
17035,PERNOD RICARD USA,2646,Chivas Regal,43.3,58.99,1750.0,8702,376796.5999999969,8233.0,462119.6699999772,267131.5299999828,15131.220000000561,123780.21999999997
7245,PROXIMO SPIRITS INC.,8691,Jose Cuervo Especial,11.9,14.99,750.0,31495,374790.4999999976,31383.0,494108.1699999271,216863.35999996966,24709.81000000364,38994.78000000001
3960,DIAGEO NORTH AMERICA INC,4330,Capt Morgan Spiced Rum 100,20.79,25.99,1750.0,17755,369126.44999999524,17633.0,482985.66999994783,267976.32999996515,32401.759999998063,257032.07000000007
1485,CASTLE BRANDS CORP.,4225,Goslings Black Seal Bermuda,18.37,24.99,1750.0,20089,369034.92999999056,20179.0,522535.2099999529,230329.07999997635,37080.61999999599,8497.589999999998
1392,CONSTELLATION BRANDS INC,6479,Clos du Bois Chard,5.95,8.99,750.0,61869,368120.55000000226,61253.0,567452.4699999414,110538.350000022,6872.189999999892,79528.99
4425,MARTIGNETTI COMPANIES,3485,Luksusowa Potato Vodka,15.03,19.99,1750.0,24202,363756.0599999934,23843.0,485688.56999993784,237850.83999996394,43809.649999992216,144929.24
17035,PERNOD RICARD USA,800,Jameson Irish Whiskey,24.02,31.99,1000.0,15142,363710.83999999886,14506.0,468587.9399999908,124940.36000000843,15231.300000000057,123780.21999999997
12546,JIM BEAM BRANDS COMPANY,1345,Basil Hayden Bourbon,28.45,37.99,750.0,12761,363050.4500000035,12902.0,494732.9799999621,272052.07999997324,10162.800000000145,123880.96999999999
3664,WILLIAM GRANT & SONS INC,1956,Balvenie 12 Yr Doublewood S,39.99,53.99,750.0,9013,360429.8700000025,7922.0,456461.77999997407,290627.8499999788,6241.489999999787,30234.42000000001
17035,PERNOD RICARD USA,2932,Jameson Black Barrel,24.61,31.99,750.0,14642,360339.62000000296,13785.0,444452.14999996085,262340.48999997164,10859.050000000469,123780.21999999997
12546,JIM BEAM BRANDS COMPANY,5391,Kamora Coffee,12.02,15.99,1750.0,29914,359566.279999989,29911.0,491568.88999992976,219621.5899999668,54956.09999998768,123880.96999999999
3960,DIAGEO NORTH AMERICA INC,1384,Bulleit 95 Rye,18.93,25.99,750.0,18900,357776.9999999982,17620.0,470254.79999995563,239842.65999997273,13877.41000000113,257032.07000000007
1392,CONSTELLATION BRANDS INC,38546,Mark West Pnt Nr Sonoma,5.06,9.99,750.0,70531,356886.85999999405,70188.0,675519.6199999256,133090.85000002725,7875.999999999894,79528.99
12546,JIM BEAM BRANDS COMPANY,3982,Hornitos Reposado Tequila,14.38,19.99,750.0,24801,356638.37999999576,22099.0,469603.0099999406,226692.59999997122,17402.72000000226,123880.96999999999
3252,E & J GALLO WINERY,3180,New Amsterdam Vodka,10.94,16.99,1750.0,32413,354598.22000001767,33938.0,581784.6199999065,232222.5399999632,62355.959999984516,61966.909999999996
1128,BROWN-FORMAN CORP,1789,Jack Daniels Tennesse Fire,17.16,22.99,750.0,20590,353324.40000000066,20025.0,469722.7499999492,237927.5099999707,15770.390000001806,68601.68000000001
1485,CASTLE BRANDS CORP.,1269,Jeffersons Bourbon,19.11,25.99,750.0,18458,352732.3799999953,16976.0,447608.23999995977,227255.98999997744,13370.660000001031,8497.589999999998
3960,DIAGEO NORTH AMERICA INC,3456,Tanqueray Sterling Vodka,13.27,18.99,1750.0,26543,352225.6099999936,25684.0,483047.15999994817,171496.44999999553,47193.949999992394,257032.07000000007
4425,MARTIGNETTI COMPANIES,23143,Bogle Chard,4.65,6.79,750.0,74342,345690.29999999725,72139.0,591669.5299999571,101451.92000000409,8099.379999999892,144929.24
1128,BROWN-FORMAN CORP,1231,Jack Daniels No 7 Black,9.48,12.99,375.0,36450,345545.99999999895,35733.0,435377.66999994847,192455.15999997285,14044.220000000636,68601.68000000001
480,BACARDI USA INC,3344,Bombay Sapphire Gin,14.49,19.99,750.0,23798,344833.0200000061,24620.0,516761.79999994446,236205.69999996907,19388.250000002343,89286.26999999999
8004,SAZERAC CO INC,5191,Fireball Cinnamon Whiskey,7.93,9.99,375.0,43352,343781.36000000814,43057.0,430139.42999994283,167542.289999996,16928.970000000652,50293.62000000002
3960,DIAGEO NORTH AMERICA INC,3878,Smirnoff 80 Proof,7.96,10.99,750.0,43015,342399.3999999967,43690.0,499703.09999993123,175166.16999998965,34397.94000000452,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3352,Ciroc Coconut Vodka,18.79,24.99,750.0,18095,340005.05000000034,18976.0,474449.2399999857,91916.84000000372,14945.690000000797,257032.07000000007
12546,JIM BEAM BRANDS COMPANY,3253,Gilbeys London Dry,9.08,12.49,1750.0,37423,339800.8400000012,37497.0,463220.0299999475,154889.61000000572,68894.59999998749,123880.96999999999
3664,WILLIAM GRANT & SONS INC,1921,Glenfiddich Special Rsv 12,52.71,67.99,1750.0,6436,339241.56000000105,5463.0,379168.36999998766,230498.01999999073,10040.870000000312,30234.42000000001
3960,DIAGEO NORTH AMERICA INC,4264,Capt Morgan Spiced Rum Trav,11.53,16.99,750.0,29352,338428.55999998923,28860.0,447487.39999993984,211607.66999997298,22722.450000003242,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,2752,Johnnie Walker Black Label,26.31,38.99,750.0,12778,336189.1799999959,13083.0,490792.16999995965,271655.8899999735,10306.040000000334,257032.07000000007
12546,JIM BEAM BRANDS COMPANY,3997,Hornitos Plata Tequila,14.05,19.99,750.0,23835,334881.7499999959,23007.0,474637.92999994336,233740.7299999698,18117.010000002578,123880.96999999999
3664,WILLIAM GRANT & SONS INC,3234,Hendrick's Gin,45.92,62.99,1750.0,7290,334756.8000000001,7465.0,467921.3499999754,294818.09999998036,13719.89000000053,30234.42000000001
8004,SAZERAC CO INC,1767,Buffalo Trace Bourbon,19.37,24.99,750.0,17274,334597.38000000303,16336.0,412468.6399999681,203881.08999998547,12865.980000000789,50293.62000000002
3664,WILLIAM GRANT & SONS INC,5337,Drambuie,20.6,27.99,750.0,16167,333040.2000000021,14262.0,394423.37999996747,219275.16999997976,11234.040000000532,30234.42000000001
7239,REMY COINTREAU USA INC,4437,Mount Gay Eclipse,23.48,30.99,1750.0,14171,332735.08000000386,13562.0,461672.37999996473,235529.3499999796,24922.54999999952,16978.669999999995
1392,CONSTELLATION BRANDS INC,11213,Meiomi Pnt Nr,12.66,19.99,750.0,26190,331565.4000000009,25652.0,503067.47999997175,150294.92000000726,2871.659999999925,79528.99
8004,SAZERAC CO INC,5299,Southern Comfort,15.26,21.99,1750.0,21713,331340.37999999657,19895.0,412339.04999997764,130310.43000001519,36554.339999997625,50293.62000000002
